UID,UNIQUE_ID,SITE_ID,VISIT_NO,YEAR,PSTL_CODE,AG_ECO9,AG_ECO3,EPA_REG,MAJ_BASIN,MAJ_BAS_NM,MISS_BASIN,HUC2,HUC2_NM,LAT_DD83,LON_DD83,FRAME07,FRAME12,FRAME17,AREA_CAT6,SITETYPE,LAKE_ORGN,TNT_CAT,URBN_NLA17,URBN_NLA07,WGT_TP,XCOORD,YCOORD,ACID_COND,DIS_O2_CLS,PTL_COND,NTL_COND,CHLA_COND,TROPHIC_STATE,ATZ_EPA_COND_3.4,ATZ_DETECT,CYLSPER_EPA_COND,CYLSPER_DETECT,MICX_EPA_COND,MICX_DETECT,ECOLI_EPA_COND,ECOLI_DETECT,BENT_MMI_COND_2017,ZOOP_MMI_COND_2017,DRAWDOWN_COND_2CAT_2017,LITRIPCVR_COND,LITCVR_COND,RVEG_COND,RDIS_COND,NLA_SCI_STATUS,ANC_RESULT,DOC_RESULT,SULFATE_RESULT,ANC_MDL,DOC_MDL,SULFATE_MDL,ANC_NARS_FLAG,DOC_NARS_FLAG,SULFATE_NARS_FLAG,NTL_RESULT,NTL_MDL,NTL_NARS_FLAG,PTL_RESULT,PTL_MDL,PTL_NARS_FLAG,CHLA_RESULT,CHLA_MDL,CHLA_NARS_FLAG,CYLSPER_RESULT,CYLSPER_MDL,CYLSPER_NARS_FLAG,MICX_RESULT,MICX_MDL,MICX_NARS_FLAG,ATRAZINE_RESULT,ATRAZINE_MDL,ATRAZINE_NARS_FLAG,DO_SURF,MMI_ZOOP_2017,MMI_BENT,BFXHORIZDIST_DD,BFXVERTHEIGHT_DD,LitCvrQc3OE,LitRipCvrQc3OE,RDis_IX,RVegQc3OE,B_G_DENS,MEAN_METAL_PEC_Q,MEAN_PEC_Q,TOTAL_PAH13_PEC_Q,E_COLI_NARS_FLAG,E_COLI_PRESENT,E_COLI_RESULT,PUBLICATION_DATE
2011330,NLA_ID-10002,NLA17_ID-HP001,1,2017,ID,WMT,WMTNS,Region_10,H17,Pacific Northwest Region,NOT_MISSISSIPPI_BASIN,H17,Pacific Northwest Region,44.412769,-115.13265,Include,Include,Include,"(10,20]",HAND,NATURAL,Target,Non-Urban,Non-Urban,0,-1509484.743,926009.5605,Good,High (>=5 ppm),Good,Good,Good,Oligotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Good,Good,Not Large,Good,Fair,Good,Fair,Least Disturbed,391.48,2.62,0.294,NA,0.008,0.001,NA,NA,NA,0.216,0.003,NA,17.69,1.2,NA,1.03,0.39,NA,NA,0.05,ND,NA,0.1,ND,0.03,0.03,L,11.54,63.65,60,0,NA,0.494229968,0.831145278,0.265384615,0.998383947,25009,0.19492081,0.102363256,0.009805702,H;ND,A,NA,6/3/2022
2011331,NLA_ME-10068,NLA17_ME-10014,1,2017,ME,NAP,EHIGH,Region_01,H01,New England Region,NOT_MISSISSIPPI_BASIN,H01,New England Region,43.97281299,-69.49571716,Include,Include,Include,"(4,10]",PROB,NATURAL,Target,Non-Urban,Non-Urban,94.74624627,2091583.448,1018072.904,Good,High (>=5 ppm),Fair,Good,Fair,Eutrophic,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Good,Good,Not Large,Poor,Fair,Poor,Fair,Moderately Disturbed,145.86,8.68,1.246,NA,0.008,0.001,NA,NA,NA,0.426,0.003,NA,16.99125,1.2,NA,7.93,0.39,NA,NA,0.05,ND,NA,0.1,ND,0.05,0.03,NA,5.166666667,78.5,59.8,0,0,0.546936289,0.526796779,0.205882353,0.559439723,69460,0.232853848,0.140555433,0.048257018,NA,P,18.5,6/3/2022
2011332,NLA_ID-10274,NLA17_ID-10147,1,2017,ID,XER,WMTNS,Region_10,H17,Pacific Northwest Region,NOT_MISSISSIPPI_BASIN,H17,Pacific Northwest Region,42.75928,-114.8639,Exclude,Exclude,Include,"(1,4]",PROB,NATURAL,Target,Non-Urban,Non-Urban,61.51154919,-1524950.487,740868.974,Good,High (>=5 ppm),Good,Poor,Good,Oligotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Fair,Good,Not Large,Good,Good,Good,Fair,Moderately Disturbed,2523.87,1.02,24.833,NA,0.008,0.001,NA,NA,NA,0.994,0.003,NA,35.80875,1.2,NA,0.97,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,11.47666667,62.37,40.4,0,NA,1.604274613,1.06442434,0.261904762,0.915600055,31142,0.216251917,0.108784072,0.001316228,NA,P,6.3,6/3/2022
2011333,NLA_IN-10223,NLA17_IN-10126,1,2017,IN,TPL,PLNLOW,Region_05,H05_06,Ohio-Tennessee Region,MISSISSIPPI_BASIN,H05,Ohio Region,39.39399,-86.03805,Include,Include,Include,"(4,10]",PROB,MAN_MADE,Target,Non-Urban,Non-Urban,69.27631089,848569.065,256798.2389,Good,Low (<=3 ppm),Poor,Fair,Good,Eutrophic,At or Below Benchmark,Detected,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Good,Good,Not Large,Good,Good,Good,Fair,Moderately Disturbed,2453.95,5.87,0.983,NA,0.008,0.001,NA,NA,NA,0.89,0.003,NA,57.5175,1.2,NA,8.51,0.39,NA,0.053,0.05,L,NA,0.1,ND,0.95,0.03,NA,2.896666667,54.73,43.7,1.3,0,1.515614989,1.856402864,0.37972973,2.134491703,111702,0.329934086,0.166500815,0.003067544,H;ND,A,NA,6/3/2022
2011334,NLA_NH-10034,NLA17_NH-10058,1,2017,NH,NAP,EHIGH,Region_01,H01,New England Region,NOT_MISSISSIPPI_BASIN,H01,New England Region,42.77160648,-71.42369856,Include,Include,Include_IncludeNH,"(10,20]",PROB,NATURAL,Target,Urban,Urban,14.60381248,1977277.049,847501.5816,Good,High (>=5 ppm),Fair,Fair,Poor,Eutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Fair,Fair,Not Large,Poor,Fair,Poor,Fair,Moderately Disturbed,899.09,5.82,5.281,NA,0.008,0.001,NA,NA,NA,0.438,0.003,NA,25.83,1.2,NA,9.04,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,6.7,69.1,43.4,0,0,0.404291794,0.419079197,0.561320755,0.485671799,123020,0.41371164,0.27867139,0.14363114,ND,A,NA,6/3/2022
2011335,NLA_FL-10111,NLA17_FL-10011,1,2017,FL,CPL,PLNLOW,Region_04,H03,South Atlantic Gulf Region,NOT_MISSISSIPPI_BASIN,H03S,South Atlantic-South Region,27.58052,-81.51214,Include,Include,Include,"(10,20]",PROB,NATURAL,Target,Urban,Urban,56.28537097,1431631.66,-995781.3126,Good,High (>=5 ppm),Good,Fair,Good,Mesotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Poor,Good,Not Large,Good,Fair,Good,Fair,Most Disturbed,482.61,4.98,15.616,NA,0.008,0.001,NA,NA,NA,0.745,0.003,NA,8.32375,1.2,NA,5.52,0.39,NA,NA,0.05,ND,NA,0.1,ND,0.03,0.03,L,6.266666667,66.83,25.1,0,0,0.589236797,0.77016352,0.75,0.939377539,151584.5,1.6616697,0.998621692,0.335573684,ND,A,NA,6/3/2022
2011336,NLA_IL-10040,NLA17_IL-10005,1,2017,IL,TPL,PLNLOW,Region_05,H07,Upper Mississippi Region,MISSISSIPPI_BASIN,H07,Upper Mississippi Region,37.82077,-88.90073,Include,Include,Include,"(1,4]",PROB,MAN_MADE,Target,Urban,Urban,602.7383369,618428.8897,59060.24558,Good,High (>=5 ppm),Fair,Good,Poor,Eutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Good,Good,Not Large,Good,Good,Fair,Poor,Moderately Disturbed,854.07,5.62,10.573,NA,0.008,0.001,NA,NA,NA,0.729,0.003,NA,44.4725,1.2,NA,25.76,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,8.12,37.23,42.6,0,0,1.223073151,0.761795399,0.89010989,0.482187086,1691660,0.21451607,0.109379087,0.004242105,ND,A,NA,6/3/2022
2011337,NLA_WI-10187,NLA17_WI-10112,1,2017,WI,UMW,PLNLOW,Region_05,H07,Upper Mississippi Region,MISSISSIPPI_BASIN,H07,Upper Mississippi Region,46.14545,-91.40429,Include,Include,Include,"(4,10]",PROB,NATURAL,Target,Non-Urban,Non-Urban,260.6392207,355587.0389,974814.2564,Good,High (>=5 ppm),Good,Good,Good,Mesotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Not Assessed,Not Assessed,Good,Good,Not Large,Good,Good,Good,Fair,Moderately Disturbed,52.1,6.46,NA,NA,0.3,0.16,NA,NA,ND,0.355,0.075,NA,16.2,5,NA,5.04,NA,NA,NA,0.05,ND,0.178,0.1,NA,NA,0.046,ND,7.1,84.72,66.9,0,0,1.758507515,1.172541544,0.411904762,0.936728848,12700,0.277487555,0.154836102,0.032184649,NA,NA,NA,6/3/2022
2011338,NLA_OK-10181,NLA17_OK-10083,1,2017,OK,SPL,PLNLOW,Region_06,H11,Arkansas-White-Red Region,MISSISSIPPI_BASIN,H11,Arkansas-Red-White Region,35.40102,-97.78497,Exclude,Exclude,Include,"(1,4]",PROB,MAN_MADE,Target,Urban,Urban,867.7245878,-160718.0727,-233599.005,Good,High (>=5 ppm),Poor,Poor,Poor,Hypereutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Good,Good,Not Large,Good,Good,Good,Fair,Least Disturbed,2510.96,10.1,185.706,NA,0.008,0.001,NA,NA,NA,1.905,0.003,NA,103.97375,1.2,NA,92.19,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,6.136666667,47.68,63.3,0,NA,1.358978969,1.022093925,0.711309524,0.831655514,1245585,0.174144033,0.089639341,0.005134649,H,P,272.3,6/3/2022
2011340,NLA_ID-10298,NLA17_ID-10173,1,2017,ID,WMT,WMTNS,Region_10,H17,Pacific Northwest Region,NOT_MISSISSIPPI_BASIN,H17,Pacific Northwest Region,44.37343,-115.9853,Include,Include,Include,"(10,20]",PROB,MAN_MADE,Target,Non-Urban,Non-Urban,11.40452175,-1576697.276,935563.4576,Good,Moderate (>3 - <5 ppm),Poor,Poor,Poor,Eutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Good,Fair,Large,Poor,Good,Poor,Fair,Least Disturbed,361.39,4.3,0.11,NA,0.008,0.001,NA,NA,NA,0.469,0.003,NA,43.86625,1.2,NA,16.96,0.39,NA,0.058,0.05,L,NA,0.1,ND,NA,0.03,ND,4.836666667,53.43,52.7,2.6875,2.3125,0.920126906,0.499507792,0.216666667,0.367006562,77211,0.117521536,0.0599759,0.002430263,ND,A,NA,6/3/2022
2011341,NLA_MI-10162,NLA17_MI-10036,1,2017,MI,UMW,PLNLOW,Region_05,H04,Great Lakes Region,NOT_MISSISSIPPI_BASIN,H04,Great Lakes Region,46.24674,-89.25979,Include,Include,Include,"(4,10]",PROB,NATURAL,Target,Non-Urban,Non-Urban,81.74084302,520484.6864,995916.3014,Good,Moderate (>3 - <5 ppm),Good,Good,Fair,Eutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Good,Good,Not Large,Fair,Good,Fair,Good,Moderately Disturbed,42.37,10.48,0.046,NA,0.008,0.001,NA,NA,L,0.625,0.003,NA,24.27875,1.2,NA,11.66,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,4.49,76.5,63.1,0,NA,0.884123399,0.776294548,0,0.767748655,31600,0.272857491,0.160424579,0.047991667,H,P,2,6/3/2022
2011342,NLA_WA-10062,NLA17_WA-HP003,1,2017,WA,XER,WMTNS,Region_10,H17,Pacific Northwest Region,NOT_MISSISSIPPI_BASIN,H17,Pacific Northwest Region,47.58873889,-119.3227985,Include,Include,Include,"(20,50]",HAND,NATURAL,Target,Non-Urban,Non-Urban,0,-1748387.942,1341615.785,Good,High (>=5 ppm),Good,Good,Good,Oligotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Good,Good,Not Large,Good,Good,Good,Fair,Least Disturbed,2734.03,1.96,31.069,NA,0.008,0.001,NA,NA,NA,0.238,0.003,NA,34.20875,1.2,NA,1.52,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,8.853333333,71.28,51.1,0,0,1.213825151,1.042659613,0.4375,1.058765094,241907,0.066694427,0.034902477,0.003110526,ND,A,NA,6/3/2022
2011343,NLA_IN-10238,NLA17_IN-10142,1,2017,IN,TPL,PLNLOW,Region_05,H05_06,Ohio-Tennessee Region,MISSISSIPPI_BASIN,H05,Ohio Region,39.85374,-86.1305,Include,Include,Include,"(1,4]",PROB,NATURAL,Target,Urban,Urban,168.8369572,835381.4974,307220.3578,Good,High (>=5 ppm),Poor,Fair,Poor,Hypereutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Good,Good,Not Large,Good,Good,Good,Fair,Most Disturbed,1954.77,7.33,2.838,NA,0.008,0.001,NA,NA,NA,1.064,0.003,NA,102.07,1.2,NA,30.22,0.39,NA,NA,0.05,ND,NA,0.1,ND,0.04,0.03,L,5.676666667,54.4,54.3,0,0,1.619933221,1.674500064,0.607692308,2.015297144,58321,1.228820142,0.980782878,0.732745614,ND,A,NA,6/3/2022
2011344,NLA_WA-10137,NLA17_WA-10060,1,2017,WA,WMT,WMTNS,Region_10,H17,Pacific Northwest Region,NOT_MISSISSIPPI_BASIN,H17,Pacific Northwest Region,47.4671,-121.4557,Include,Include,Include,>50,PROB,NATURAL,Target,Non-Urban,Non-Urban,4.774059238,-1908160.097,1369653.511,Good,High (>=5 ppm),Good,Good,Good,Oligotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Good,Good,Not Large,Good,Good,Good,Fair,Moderately Disturbed,60.87,0.45,0.228,NA,0.008,0.001,NA,NA,NA,0.084,0.003,NA,1.93625,1.2,L,0.39,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,8.6,68.6,64.2,1.29,0.6,1.648909848,1.10293613,0.23798322,0.980527508,1180,0.214829763,0.113575408,0.012321053,H;ND,A,NA,6/3/2022
2011345,NLA_MT-10215,NLA17_MT-10072,1,2017,MT,WMT,WMTNS,Region_08,H17,Pacific Northwest Region,NOT_MISSISSIPPI_BASIN,H17,Pacific Northwest Region,47.24417,-113.9151,Include,Include,Include,"(4,10]",PROB,NATURAL,Target,Non-Urban,Non-Urban,95.42666209,-1355692.798,1216076.756,Good,High (>=5 ppm),Good,Good,Good,Oligotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Good,Good,Not Large,Good,Good,Good,Fair,Moderately Disturbed,1018.74,0.86,0.667,NA,0.008,0.001,NA,NA,NA,0.055,0.003,NA,7.82,1.2,NA,0.91,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,8.7,77.22,65,0,0,1.144403428,1.169470476,0.691666667,1.231974869,24163,0.27610668,0.138583384,0.001060088,NA,P,1,6/3/2022
2011346,NLA_FL-10077,NLA17_FL-10007,2,2017,FL,CPL,PLNLOW,Region_04,H03,South Atlantic Gulf Region,NOT_MISSISSIPPI_BASIN,H03S,South Atlantic-South Region,27.84219,-81.50928,Include,Include,Include,"(1,4]",PROB,NATURAL,Target,Urban,Urban,0,1427526.635,-967200.7936,Fair,Moderate (>3 - <5 ppm),Good,Good,Good,Eutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Good,Poor,Not Large,Poor,Fair,Poor,Poor,Moderately Disturbed,49.86,3.84,7.722,NA,0.008,0.001,NA,NA,NA,0.506,0.003,NA,17.36375,1.2,NA,7.95,0.39,NA,0.089,0.05,L,NA,0.1,ND,NA,0.03,ND,4.943333333,51,64.3,0,0,0.550714891,0.387574597,0.80990991,0.145452833,5638,0.246177088,0.126760255,0.007343421,NA,P,16.9,6/3/2022
2011349,NLA_MS-10033,NLA17_MS-10017,1,2017,MS,CPL,PLNLOW,Region_04,H08,Lower Mississippi Region,MISSISSIPPI_BASIN,H08,Lower Mississippi Region,34.00515,-89.76398,Include,Include,Include,"(20,50]",PROB,MAN_MADE,Target,Non-Urban,Non-Urban,32.29310886,571356.709,-372481.4609,Good,High (>=5 ppm),Good,Good,Good,Mesotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Good,Fair,Not Large,Fair,Fair,Fair,Fair,Moderately Disturbed,184.59,3.78,1.083,NA,0.008,0.001,NA,NA,NA,0.401,0.003,NA,14.24375,1.2,NA,4.88,0.39,NA,0.105,0.05,NA,NA,0.1,ND,0.03,0.03,L,7.62,57.62,55.2,0,NA,0.612197275,0.550035093,0.482608696,0.45329973,33664.9,0.411762691,0.207345819,0.002928947,H;ND,A,NA,6/3/2022
2011351,NLA_NE-10142,NLA17_NE-10040,1,2017,NE,SPL,PLNLOW,Region_07,H10,Missouri Region,MISSISSIPPI_BASIN,H10L,Lower Missouri Region,40.94646,-100.2425,Include,Include,Include,"(4,10]",PROB,MAN_MADE,Target,Non-Urban,Non-Urban,170.9108521,-354160.9552,394116.0467,Good,High (>=5 ppm),Poor,Poor,Poor,Hypereutrophic,At or Below Benchmark,Detected,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Poor,Good,Not Large,Poor,Poor,Poor,Poor,Moderately Disturbed,3436.03,7.74,111.51,NA,0.008,0.001,NA,NA,NA,3.706,0.003,NA,375.88875,1.2,NA,176.73,0.39,NA,0.06,0.05,L,NA,0.1,ND,0.08,0.03,NA,5.2,54.22,23,0,NA,0.0919988,0.150361385,0.830508475,0.193032799,3589700,0.235125874,0.119044297,0.002962719,H,P,6.3,6/3/2022
2011352,NLA_IL-10054,NLA17_IL-10010,1,2017,IL,TPL,PLNLOW,Region_05,H07,Upper Mississippi Region,MISSISSIPPI_BASIN,H07,Upper Mississippi Region,38.3323,-89.85636,Exclude,Exclude,Include,"(1,4]",PROB,MAN_MADE,Target,Non-Urban,Non-Urban,10569.32123,531603.5495,110473.6358,Good,High (>=5 ppm),Good,Good,Fair,Eutrophic,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Poor,Good,Not Large,Good,Good,Good,Good,Moderately Disturbed,2517.51,5.17,368.25,NA,0.008,0.001,NA,NA,NA,0.701,0.003,NA,31.365,1.2,NA,18.56,0.39,NA,NA,0.05,ND,NA,0.1,ND,0.75,0.03,NA,7.733333333,47.2,26.5,0,0,1.897376784,1.304011217,0.165384615,0.953916783,1859200,0.34498228,0.174027982,0.003073684,ND,A,NA,6/3/2022
2011353,NLA_WA-10076,NLA17_WA-10010,1,2017,WA,XER,WMTNS,Region_10,H17,Pacific Northwest Region,NOT_MISSISSIPPI_BASIN,H17,Pacific Northwest Region,48.03662,-118.8933,Include,Include,Include,"(20,50]",PROB,NATURAL,Target,Non-Urban,Non-Urban,18.87607051,-1705030.692,1381781.992,Good,High (>=5 ppm),Good,Poor,Good,Mesotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Poor,Good,Large,Good,Good,Good,Fair,Least Disturbed,1228.66,10.8,2.029,NA,0.008,0.001,NA,NA,NA,1.114,0.003,NA,32.65,1.2,NA,3.91,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,6.113333333,61.02,31.5,5.55,1.02,3.162603932,1.679610675,0.332620321,1.309806249,53620.8,0.155491371,0.079849852,0.004208333,H;ND,A,NA,6/3/2022
2011354,NLA_WI-10143,NLA17_WI-10070,1,2017,WI,UMW,PLNLOW,Region_05,H04,Great Lakes Region,NOT_MISSISSIPPI_BASIN,H04,Great Lakes Region,45.04591,-88.92518,Include,Include,Include,"(10,20]",PROB,NATURAL,Target,Non-Urban,Non-Urban,54.77610818,556199.4213,864755.8544,Good,High (>=5 ppm),Good,Good,Poor,Eutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Not Assessed,Not Assessed,Good,Poor,Not Large,Fair,Good,Poor,Good,Least Disturbed,3260,11.5,3.81,NA,0.3,0.16,NA,NA,NA,0.405,0.075,NA,20.1,5,NA,15.1,NA,NA,NA,0.05,ND,NA,0.1,ND,NA,0.046,ND,11.825,37.15,57.5,0,0,1.288524984,0.657021287,0.045454545,0.365167336,41370,0.099181894,0.052091386,0.005000877,NA,NA,NA,6/3/2022
2011355,NLA_WA-10103,NLA17_WA-10038,1,2017,WA,WMT,WMTNS,Region_10,H17,Pacific Northwest Region,NOT_MISSISSIPPI_BASIN,H17,Pacific Northwest Region,48.72561,-121.6434,Include,Include,Include,>50,HAND,MAN_MADE,Target,Non-Urban,Non-Urban,0,-1884907.265,1507143.047,Good,High (>=5 ppm),Good,Good,Good,Oligotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Good,Good,Not Large,Good,Good,Good,Fair,Least Disturbed,84.86,0.31,10.55,NA,0.008,0.001,NA,NA,NA,0.015,0.003,NA,5.57875,1.2,NA,0.42,0.39,NA,0.077,0.05,L,NA,0.1,ND,NA,0.03,ND,9.69,67.6,56.2,0,0,1.138360269,1.617578769,0.292857143,1.845100462,433.7,0.087938567,0.044035073,0.000131579,H;ND,A,NA,6/3/2022
2011356,NLA_FL-10074,NLA17_FL-10001,2,2017,FL,CPL,PLNLOW,Region_04,H03,South Atlantic Gulf Region,NOT_MISSISSIPPI_BASIN,H03S,South Atlantic-South Region,26.94453,-80.83291,Include,Include,Include,>50,PROB,NATURAL,Target,Urban,Urban,0,1509330.71,-1054506.774,Good,High (>=5 ppm),Poor,Poor,Poor,Hypereutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,Not Assessed,Poor,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Least Disturbed,802.79,20.85,12.314,NA,0.008,0.001,NA,NA,NA,1.594,0.003,NA,210.53125,1.2,NA,37.28,0.39,NA,0.085,0.05,L,0.662,0.1,NA,NA,0.03,ND,5.812,53.22,NA,NA,NA,NA,NA,NA,NA,572832,0.009057558,0.004689854,0.000322149,ND,A,NA,6/3/2022
2011357,NLA_IL-10048,NLA17_IL-10003,2,2017,IL,TPL,PLNLOW,Region_05,H07,Upper Mississippi Region,MISSISSIPPI_BASIN,H07,Upper Mississippi Region,38.75119,-89.99254,Include,Include,Include,"(4,10]",PROB,MAN_MADE,Target,Urban,Urban,0,516869.8396,156578.4282,Good,Moderate (>3 - <5 ppm),Poor,Fair,Poor,Eutrophic,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Good,Good,Not Large,Good,Good,Fair,Poor,Least Disturbed,2810.73,4.95,12.8,NA,0.008,0.001,NA,NA,NA,0.964,0.003,NA,78.995,1.2,NA,26.56,0.39,NA,NA,0.05,ND,NA,0.1,ND,1.43,0.03,NA,4.333333333,42.8,43.1,0,0,1.956863357,1.10331751,0.88372093,0.576876828,752040,0.090575506,0.055036656,0.019497807,NA,P,2,6/3/2022
2011358,NLA_NH-10043,NLA17_NH-10067,1,2017,NH,NAP,EHIGH,Region_01,H01,New England Region,NOT_MISSISSIPPI_BASIN,H01,New England Region,44.08673463,-71.00934545,Include,Include,Include_IncludeNH,>50,PROB,NATURAL,Target,Non-Urban,Non-Urban,10.86523648,1971686.157,997954.0376,Good,High (>=5 ppm),Good,Good,Good,Mesotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Good,Fair,Not Large,Fair,Good,Fair,Good,Least Disturbed,82.67,5.39,1.13,NA,0.008,0.001,NA,NA,NA,0.293,0.003,NA,6.0975,1.2,NA,2.99,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,7.7,70.73,63.1,0,0,0.741042816,0.64236154,0.17962963,0.688818649,33010,0.084147589,0.065611075,0.047074561,ND,A,NA,6/3/2022
2011359,NLA_ME-10080,NLA17_ME-10038,1,2017,ME,NAP,EHIGH,Region_01,H01,New England Region,NOT_MISSISSIPPI_BASIN,H01,New England Region,44.65505172,-68.07819304,Include,Include,Include,"(10,20]",PROB,NATURAL,Target,Non-Urban,Non-Urban,72.91028673,2178275.858,1122856.87,Good,High (>=5 ppm),Good,Fair,Poor,Eutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Good,Good,Not Large,Fair,Good,Fair,Good,Most Disturbed,43.65,10.95,0.79,NA,0.008,0.001,NA,NA,NA,0.448,0.003,NA,15.37875,1.2,NA,10.8,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,7.725,77.07,47,0,0,0.844101129,0.619850208,0,0.585157235,60334,1.672802338,0.851333187,0.029864035,NA,P,4.1,6/3/2022
2011360,NLA_MS-10046,NLA17_MS-10008,1,2017,MS,CPL,PLNLOW,Region_04,H08,Lower Mississippi Region,MISSISSIPPI_BASIN,H08,Lower Mississippi Region,34.87096,-88.98125,Exclude,Exclude,Include,"(1,4]",PROB,MAN_MADE,Target,Non-Urban,Non-Urban,2393.225174,635805.2294,-270932.606,Good,High (>=5 ppm),Fair,Good,Poor,Hypereutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Good,Good,Not Large,Good,Good,Good,Poor,Moderately Disturbed,351.5,5.92,0.794,NA,0.008,0.001,NA,NA,NA,0.52,0.003,NA,53.41375,1.2,NA,38.08,0.39,NA,0.619,0.05,NA,NA,0.1,ND,NA,0.03,ND,5.056666667,63.2,66.1,0,NA,1.258560953,1.029700201,0.788888889,0.891540728,175608.6,0.314352901,0.15724224,0.000131579,NA,P,114.5,6/3/2022
